date,symbol,price
2025-04-18,Ethereum,1583.4764497002345
2025-04-19,Ethereum,1589.1516208270755
2025-04-20,Ethereum,1615.0502549158562
2025-04-21,Ethereum,1585.4600253443446
2025-04-22,Ethereum,1577.4465595922347
2025-04-23,Ethereum,1759.7064599311093
2025-04-24,Ethereum,1793.969849485534
2025-04-25,Ethereum,1769.3925107354407
2025-04-26,Ethereum,1788.7981804331257
2025-04-27,Ethereum,1821.2695303291391
2025-04-28,Ethereum,1793.6918440730135
2025-04-29,Ethereum,1799.50191449199
2025-04-30,Ethereum,1796.9720456768928
2025-05-01,Ethereum,1794.0495408617828
2025-05-02,Ethereum,1838.8543285925753
2025-05-03,Ethereum,1841.427590836958
2025-05-04,Ethereum,1834.501911876416
2025-05-05,Ethereum,1808.156093844096
2025-05-06,Ethereum,1820.0044598893596
2025-05-07,Ethereum,1816.1686943818438
2025-05-08,Ethereum,1810.3169269284476
2025-05-09,Ethereum,2197.5611893238784
2025-05-10,Ethereum,2341.407963002621
2025-05-11,Ethereum,2583.6829051429513
2025-05-12,Ethereum,2507.4693107597423
2025-05-13,Ethereum,2492.426391077375
2025-05-14,Ethereum,2676.639163127913
2025-05-15,Ethereum,2603.7180887199615
2025-05-16,Ethereum,2542.296692466797
2025-05-17,Ethereum,2544.3870377235667
2025-05-18,Ethereum,2475.0543933696913
2025-05-19,Ethereum,2465.3409856139087
2025-05-20,Ethereum,2526.989643891319
2025-05-21,Ethereum,2524.2743433146065
2025-05-22,Ethereum,2558.9502343769486
2025-05-23,Ethereum,2657.1674447566115
2025-05-24,Ethereum,2519.813809045145
2025-05-25,Ethereum,2529.4429842284353
2025-05-26,Ethereum,2546.6201163370915
2025-05-27,Ethereum,2562.1729286392238
2025-05-28,Ethereum,2662.0940568241435
2025-05-29,Ethereum,2676.2674124507
2025-05-30,Ethereum,2633.1392065286695
2025-05-31,Ethereum,2524.4762348050726
2025-06-01,Ethereum,2532.3627853090866
2025-06-02,Ethereum,2538.3300584367485
2025-06-03,Ethereum,2609.737253959435
2025-06-04,Ethereum,2595.4689570062997
2025-06-05,Ethereum,2610.343189828259
2025-06-06,Ethereum,2421.601103763502
2025-06-07,Ethereum,2481.4039836690267
2025-06-08,Ethereum,2526.291995889778
2025-06-09,Ethereum,2508.784123584585
2025-06-10,Ethereum,2685.0001850413178
2025-06-11,Ethereum,2808.503208314919
2025-06-12,Ethereum,2776.1371915822333
2025-06-13,Ethereum,2653.158968452672
2025-06-14,Ethereum,2577.04861752583
2025-06-15,Ethereum,2534.0702195359518
2025-06-16,Ethereum,2547.8456040920437
2025-06-17,Ethereum,2561.329843569428
2025-06-18,Ethereum,2514.986700576147
2025-06-19,Ethereum,2521.3334233964915
2025-06-20,Ethereum,2522.1791903642184
2025-06-21,Ethereum,2405.695434213183
2025-06-22,Ethereum,2270.581996055585
2025-06-23,Ethereum,2227.4287266371684
2025-06-24,Ethereum,2423.899644268608
2025-06-25,Ethereum,2446.539301545049
2025-06-26,Ethereum,2417.2267855277296
2025-06-27,Ethereum,2415.031864876594
2025-06-28,Ethereum,2423.0302896731746
2025-06-29,Ethereum,2437.133001780241
2025-06-30,Ethereum,2502.6672721177083
2025-07-01,Ethereum,2488.190781689803
2025-07-02,Ethereum,2405.1045592800183
2025-07-03,Ethereum,2574.067718495133
2025-07-04,Ethereum,2590.132231590221
2025-07-05,Ethereum,2509.236345783362
2025-07-06,Ethereum,2517.37917835065
2025-07-07,Ethereum,2571.358192115984
2025-07-08,Ethereum,2543.6317028067488
2025-07-09,Ethereum,2615.7759888945047
2025-07-10,Ethereum,2772.5795626609174
2025-07-11,Ethereum,2948.4462027029053
2025-07-12,Ethereum,2958.8514450990992
2025-07-13,Ethereum,2942.9616055388096
2025-07-14,Ethereum,2974.2654952333387
2025-07-15,Ethereum,3012.1797069059276
2025-07-16,Ethereum,3133.069857747011
2025-07-17,Ethereum,3368.126521526108
2025-07-17,Ethereum,3404.0140743779766
2024-07-17,S&P 500,5588.27001953125
2024-07-18,S&P 500,5544.58984375
2024-07-19,S&P 500,5505.0
2024-07-22,S&P 500,5564.41015625
2024-07-23,S&P 500,5555.740234375
2024-07-24,S&P 500,5427.1298828125
2024-07-25,S&P 500,5399.22021484375
2024-07-26,S&P 500,5459.10009765625
2024-07-29,S&P 500,5463.5400390625
2024-07-30,S&P 500,5436.43994140625
2024-07-31,S&P 500,5522.2998046875
2024-08-01,S&P 500,5446.68017578125
2024-08-02,S&P 500,5346.56005859375
2024-08-05,S&P 500,5186.330078125
2024-08-06,S&P 500,5240.02978515625
2024-08-07,S&P 500,5199.5
2024-08-08,S&P 500,5319.31005859375
2024-08-09,S&P 500,5344.16015625
2024-08-12,S&P 500,5344.39013671875
2024-08-13,S&P 500,5434.43017578125
2024-08-14,S&P 500,5455.2099609375
2024-08-15,S&P 500,5543.22021484375
2024-08-16,S&P 500,5554.25
2024-08-19,S&P 500,5608.25
2024-08-20,S&P 500,5597.1201171875
2024-08-21,S&P 500,5620.85009765625
2024-08-22,S&P 500,5570.64013671875
2024-08-23,S&P 500,5634.60986328125
2024-08-26,S&P 500,5616.83984375
2024-08-27,S&P 500,5625.7998046875
2024-08-28,S&P 500,5592.18017578125
2024-08-29,S&P 500,5591.9599609375
2024-08-30,S&P 500,5648.39990234375
2024-09-03,S&P 500,5528.93017578125
2024-09-04,S&P 500,5520.06982421875
2024-09-05,S&P 500,5503.41015625
2024-09-06,S&P 500,5408.419921875
2024-09-09,S&P 500,5471.0498046875
2024-09-10,S&P 500,5495.52001953125
2024-09-11,S&P 500,5554.1298828125
2024-09-12,S&P 500,5595.759765625
2024-09-13,S&P 500,5626.02001953125
2024-09-16,S&P 500,5633.08984375
2024-09-17,S&P 500,5634.580078125
2024-09-18,S&P 500,5618.259765625
2024-09-19,S&P 500,5713.64013671875
2024-09-20,S&P 500,5702.5498046875
2024-09-23,S&P 500,5718.56982421875
2024-09-24,S&P 500,5732.93017578125
2024-09-25,S&P 500,5722.259765625
2024-09-26,S&P 500,5745.3701171875
2024-09-27,S&P 500,5738.169921875
2024-09-30,S&P 500,5762.47998046875
2024-10-01,S&P 500,5708.75
2024-10-02,S&P 500,5709.5400390625
2024-10-03,S&P 500,5699.93994140625
2024-10-04,S&P 500,5751.06982421875
2024-10-07,S&P 500,5695.93994140625
2024-10-08,S&P 500,5751.1298828125
2024-10-09,S&P 500,5792.0400390625
2024-10-10,S&P 500,5780.0498046875
2024-10-11,S&P 500,5815.02978515625
2024-10-14,S&P 500,5859.85009765625
2024-10-15,S&P 500,5815.259765625
2024-10-16,S&P 500,5842.47021484375
2024-10-17,S&P 500,5841.47021484375
2024-10-18,S&P 500,5864.669921875
2024-10-21,S&P 500,5853.97998046875
2024-10-22,S&P 500,5851.2001953125
2024-10-23,S&P 500,5797.419921875
2024-10-24,S&P 500,5809.85986328125
2024-10-25,S&P 500,5808.1201171875
2024-10-28,S&P 500,5823.52001953125
2024-10-29,S&P 500,5832.919921875
2024-10-30,S&P 500,5813.669921875
2024-10-31,S&P 500,5705.4501953125
2024-11-01,S&P 500,5728.7998046875
2024-11-04,S&P 500,5712.68994140625
2024-11-05,S&P 500,5782.759765625
2024-11-06,S&P 500,5929.0400390625
2024-11-07,S&P 500,5973.10009765625
2024-11-08,S&P 500,5995.5400390625
2024-11-11,S&P 500,6001.35009765625
2024-11-12,S&P 500,5983.990234375
2024-11-13,S&P 500,5985.3798828125
2024-11-14,S&P 500,5949.169921875
2024-11-15,S&P 500,5870.6201171875
2024-11-18,S&P 500,5893.6201171875
2024-11-19,S&P 500,5916.97998046875
2024-11-20,S&P 500,5917.10986328125
2024-11-21,S&P 500,5948.7099609375
2024-11-22,S&P 500,5969.33984375
2024-11-25,S&P 500,5987.3701171875
2024-11-26,S&P 500,6021.6298828125
2024-11-27,S&P 500,5998.740234375
2024-11-29,S&P 500,6032.3798828125
2024-12-02,S&P 500,6047.14990234375
2024-12-03,S&P 500,6049.8798828125
2024-12-04,S&P 500,6086.490234375
2024-12-05,S&P 500,6075.10986328125
2024-12-06,S&P 500,6090.27001953125
2024-12-09,S&P 500,6052.85009765625
2024-12-10,S&P 500,6034.91015625
2024-12-11,S&P 500,6084.18994140625
2024-12-12,S&P 500,6051.25
2024-12-13,S&P 500,6051.08984375
2024-12-16,S&P 500,6074.080078125
2024-12-17,S&P 500,6050.60986328125
2024-12-18,S&P 500,5872.16015625
2024-12-19,S&P 500,5867.080078125
2024-12-20,S&P 500,5930.85009765625
2024-12-23,S&P 500,5974.06982421875
2024-12-24,S&P 500,6040.0400390625
2024-12-26,S&P 500,6037.58984375
2024-12-27,S&P 500,5970.83984375
2024-12-30,S&P 500,5906.93994140625
2024-12-31,S&P 500,5881.6298828125
2025-01-02,S&P 500,5868.5498046875
2025-01-03,S&P 500,5942.47021484375
2025-01-06,S&P 500,5975.3798828125
2025-01-07,S&P 500,5909.02978515625
2025-01-08,S&P 500,5918.25
2025-01-10,S&P 500,5827.0400390625
2025-01-13,S&P 500,5836.22021484375
2025-01-14,S&P 500,5842.91015625
2025-01-15,S&P 500,5949.91015625
2025-01-16,S&P 500,5937.33984375
2025-01-17,S&P 500,5996.66015625
2025-01-21,S&P 500,6049.240234375
2025-01-22,S&P 500,6086.3701171875
2025-01-23,S&P 500,6118.7099609375
2025-01-24,S&P 500,6101.240234375
2025-01-27,S&P 500,6012.27978515625
2025-01-28,S&P 500,6067.7001953125
2025-01-29,S&P 500,6039.31005859375
2025-01-30,S&P 500,6071.169921875
2025-01-31,S&P 500,6040.52978515625
2025-02-03,S&P 500,5994.56982421875
2025-02-04,S&P 500,6037.8798828125
2025-02-05,S&P 500,6061.47998046875
2025-02-06,S&P 500,6083.56982421875
2025-02-07,S&P 500,6025.990234375
2025-02-10,S&P 500,6066.43994140625
2025-02-11,S&P 500,6068.5
2025-02-12,S&P 500,6051.97021484375
2025-02-13,S&P 500,6115.06982421875
2025-02-14,S&P 500,6114.6298828125
2025-02-18,S&P 500,6129.580078125
2025-02-19,S&P 500,6144.14990234375
2025-02-20,S&P 500,6117.52001953125
2025-02-21,S&P 500,6013.1298828125
2025-02-24,S&P 500,5983.25
2025-02-25,S&P 500,5955.25
2025-02-26,S&P 500,5956.06005859375
2025-02-27,S&P 500,5861.56982421875
2025-02-28,S&P 500,5954.5
2025-03-03,S&P 500,5849.72021484375
2025-03-04,S&P 500,5778.14990234375
2025-03-05,S&P 500,5842.6298828125
2025-03-06,S&P 500,5738.52001953125
2025-03-07,S&P 500,5770.2001953125
2025-03-10,S&P 500,5614.56005859375
2025-03-11,S&P 500,5572.06982421875
2025-03-12,S&P 500,5599.2998046875
2025-03-13,S&P 500,5521.52001953125
2025-03-14,S&P 500,5638.93994140625
2025-03-17,S&P 500,5675.1201171875
2025-03-18,S&P 500,5614.66015625
2025-03-19,S&P 500,5675.2900390625
2025-03-20,S&P 500,5662.89013671875
2025-03-21,S&P 500,5667.56005859375
2025-03-24,S&P 500,5767.56982421875
2025-03-25,S&P 500,5776.64990234375
2025-03-26,S&P 500,5712.2001953125
2025-03-27,S&P 500,5693.31005859375
2025-03-28,S&P 500,5580.93994140625
2025-03-31,S&P 500,5611.85009765625
2025-04-01,S&P 500,5633.06982421875
2025-04-02,S&P 500,5670.97021484375
2025-04-03,S&P 500,5396.52001953125
2025-04-04,S&P 500,5074.080078125
2025-04-07,S&P 500,5062.25
2025-04-08,S&P 500,4982.77001953125
2025-04-09,S&P 500,5456.89990234375
2025-04-10,S&P 500,5268.0498046875
2025-04-11,S&P 500,5363.35986328125
2025-04-14,S&P 500,5405.97021484375
2025-04-15,S&P 500,5396.6298828125
2025-04-16,S&P 500,5275.7001953125
2025-04-17,S&P 500,5282.7001953125
2025-04-21,S&P 500,5158.2001953125
2025-04-22,S&P 500,5287.759765625
2025-04-23,S&P 500,5375.85986328125
2025-04-24,S&P 500,5484.77001953125
2025-04-25,S&P 500,5525.2099609375
2025-04-28,S&P 500,5528.75
2025-04-29,S&P 500,5560.830078125
2025-04-30,S&P 500,5569.06005859375
2025-05-01,S&P 500,5604.14013671875
2025-05-02,S&P 500,5686.669921875
2025-05-05,S&P 500,5650.3798828125
2025-05-06,S&P 500,5606.91015625
2025-05-07,S&P 500,5631.27978515625
2025-05-08,S&P 500,5663.93994140625
2025-05-09,S&P 500,5659.91015625
2025-05-12,S&P 500,5844.18994140625
2025-05-13,S&P 500,5886.5498046875
2025-05-14,S&P 500,5892.580078125
2025-05-15,S&P 500,5916.93017578125
2025-05-16,S&P 500,5958.3798828125
2025-05-19,S&P 500,5963.60009765625
2025-05-20,S&P 500,5940.4599609375
2025-05-21,S&P 500,5844.60986328125
2025-05-22,S&P 500,5842.009765625
2025-05-23,S&P 500,5802.81982421875
2025-05-27,S&P 500,5921.5400390625
2025-05-28,S&P 500,5888.5498046875
2025-05-29,S&P 500,5912.169921875
2025-05-30,S&P 500,5911.68994140625
2025-06-02,S&P 500,5935.93994140625
2025-06-03,S&P 500,5970.3701171875
2025-06-04,S&P 500,5970.81005859375
2025-06-05,S&P 500,5939.2998046875
2025-06-06,S&P 500,6000.35986328125
2025-06-09,S&P 500,6005.8798828125
2025-06-10,S&P 500,6038.81005859375
2025-06-11,S&P 500,6022.240234375
2025-06-12,S&P 500,6045.259765625
2025-06-13,S&P 500,5976.97021484375
2025-06-16,S&P 500,6033.10986328125
2025-06-17,S&P 500,5982.72021484375
2025-06-18,S&P 500,5980.8701171875
2025-06-20,S&P 500,5967.83984375
2025-06-23,S&P 500,6025.169921875
2025-06-24,S&P 500,6092.18017578125
2025-06-25,S&P 500,6092.16015625
2025-06-26,S&P 500,6141.02001953125
2025-06-27,S&P 500,6173.06982421875
2025-06-30,S&P 500,6204.9501953125
2025-07-01,S&P 500,6198.009765625
2025-07-02,S&P 500,6227.419921875
2025-07-03,S&P 500,6279.35009765625
2025-07-07,S&P 500,6229.97998046875
2025-07-08,S&P 500,6225.52001953125
2025-07-09,S&P 500,6263.259765625
2025-07-10,S&P 500,6280.4599609375
2025-07-11,S&P 500,6259.75
2025-07-14,S&P 500,6268.56005859375
2025-07-15,S&P 500,6243.759765625
2025-07-16,S&P 500,6263.7001953125
2024-07-17,Золото,227.22999572753906
2024-07-18,Золото,225.77999877929688
2024-07-19,Золото,221.72999572753906
2024-07-22,Золото,221.8000030517578
2024-07-23,Золото,222.5800018310547
2024-07-24,Золото,221.8000030517578
2024-07-25,Золото,218.3300018310547
2024-07-26,Золото,220.6300048828125
2024-07-29,Золото,220.32000732421875
2024-07-30,Золото,222.52000427246094
2024-07-31,Золото,226.5500030517578
2024-08-01,Золото,225.77000427246094
2024-08-02,Золото,225.33999633789062
2024-08-05,Золото,222.47999572753906
2024-08-06,Золото,220.6999969482422
2024-08-07,Золото,220.5500030517578
2024-08-08,Золото,224.00999450683594
2024-08-09,Золото,224.55999755859375
2024-08-12,Золото,228.41000366210938
2024-08-13,Золото,228.05999755859375
2024-08-14,Золото,226.1999969482422
2024-08-15,Золото,226.91000366210938
2024-08-16,Золото,231.99000549316406
2024-08-19,Золото,231.61000061035156
2024-08-20,Золото,232.4600067138672
2024-08-21,Золото,232.14999389648438
2024-08-22,Золото,229.3699951171875
2024-08-23,Золото,232.02000427246094
2024-08-26,Золото,232.75999450683594
2024-08-27,Золото,233.38999938964844
2024-08-28,Золото,231.75
2024-08-29,Золото,232.9499969482422
2024-08-30,Золото,231.2899932861328
2024-09-03,Золото,230.2899932861328
2024-09-04,Золото,230.42999267578125
2024-09-05,Золото,232.35000610351562
2024-09-06,Золото,230.6300048828125
2024-09-09,Золото,231.60000610351562
2024-09-10,Золото,232.6199951171875
2024-09-11,Золото,232.25
2024-09-12,Золото,236.3300018310547
2024-09-13,Золото,238.67999267578125
2024-09-16,Золото,238.66000366210938
2024-09-17,Золото,237.33999633789062
2024-09-18,Золото,235.50999450683594
2024-09-19,Золото,239.1699981689453
2024-09-20,Золото,242.2100067138672
2024-09-23,Золото,242.67999267578125
2024-09-24,Золото,246.07000732421875
2024-09-25,Золото,245.72999572753906
2024-09-26,Золото,246.97999572753906
2024-09-27,Золото,245.02000427246094
2024-09-30,Золото,243.05999755859375
2024-10-01,Золото,245.61000061035156
2024-10-02,Золото,245.66000366210938
2024-10-03,Золото,245.49000549316406
2024-10-04,Золото,245.0
2024-10-07,Золото,244.1699981689453
2024-10-08,Золото,242.3699951171875
2024-10-09,Золото,241.0500030517578
2024-10-10,Золото,242.82000732421875
2024-10-11,Золото,245.47000122070312
2024-10-14,Золото,245.07000732421875
2024-10-15,Золото,245.9199981689453
2024-10-16,Золото,247.14999389648438
2024-10-17,Золото,248.6300048828125
2024-10-18,Золото,251.27000427246094
2024-10-21,Золото,251.22000122070312
2024-10-22,Золото,253.92999267578125
2024-10-23,Золото,250.8699951171875
2024-10-24,Золото,252.8000030517578
2024-10-25,Золото,253.32000732421875
2024-10-28,Золото,253.3300018310547
2024-10-29,Золото,256.0899963378906
2024-10-30,Золото,257.5
2024-10-31,Золото,253.50999450683594
2024-11-01,Золото,252.47000122070312
2024-11-04,Золото,252.8300018310547
2024-11-05,Золото,253.39999389648438
2024-11-06,Золото,245.6999969482422
2024-11-07,Золото,249.64999389648438
2024-11-08,Золото,247.9600067138672
2024-11-11,Золото,242.13999938964844
2024-11-12,Золото,240.0500030517578
2024-11-13,Золото,237.6300048828125
2024-11-14,Золото,237.00999450683594
2024-11-15,Золото,236.58999633789062
2024-11-18,Золото,241.08999633789062
2024-11-19,Золото,243.25
2024-11-20,Золото,244.6199951171875
2024-11-21,Золото,246.66000366210938
2024-11-22,Золото,249.83999633789062
2024-11-25,Золото,242.47999572753906
2024-11-26,Золото,242.9499969482422
2024-11-27,Золото,243.49000549316406
2024-11-29,Золото,245.58999633789062
2024-12-02,Золото,243.44000244140625
2024-12-03,Золото,243.92999267578125
2024-12-04,Золото,244.6699981689453
2024-12-05,Золото,242.86000061035156
2024-12-06,Золото,242.9499969482422
2024-12-09,Золото,245.36000061035156
2024-12-10,Золото,248.58999633789062
2024-12-11,Золото,250.9600067138672
2024-12-12,Золото,247.27999877929688
2024-12-13,Золото,244.2899932861328
2024-12-16,Золото,244.8800048828125
2024-12-17,Золото,243.94000244140625
2024-12-18,Золото,239.25999450683594
2024-12-19,Золото,239.60000610351562
2024-12-20,Золото,242.10000610351562
2024-12-23,Золото,240.9600067138672
2024-12-24,Золото,241.44000244140625
2024-12-26,Золото,243.07000732421875
2024-12-27,Золото,241.39999389648438
2024-12-30,Золото,240.6300048828125
2024-12-31,Золото,242.1300048828125
2025-01-02,Золото,245.4199981689453
2025-01-03,Золото,243.49000549316406
2025-01-06,Золото,243.19000244140625
2025-01-07,Золото,244.55999755859375
2025-01-08,Золото,245.86000061035156
2025-01-10,Золото,248.2100067138672
2025-01-13,Золото,245.74000549316406
2025-01-14,Золото,247.02999877929688
2025-01-15,Золото,248.8800048828125
2025-01-16,Золото,250.60000610351562
2025-01-17,Золото,249.27000427246094
2025-01-21,Золото,253.1300048828125
2025-01-22,Золото,254.42999267578125
2025-01-23,Золото,254.07000732421875
2025-01-24,Золото,255.64999389648438
2025-01-27,Золото,252.99000549316406
2025-01-28,Золото,255.17999267578125
2025-01-29,Золото,254.1999969482422
2025-01-30,Золото,258.04998779296875
2025-01-31,Золото,258.55999755859375
2025-02-03,Золото,259.94000244140625
2025-02-04,Золото,262.5
2025-02-05,Золото,264.1300048828125
2025-02-06,Золото,263.42999267578125
2025-02-07,Золото,263.8999938964844
2025-02-10,Золото,268.3699951171875
2025-02-11,Золото,267.3900146484375
2025-02-12,Золото,267.6700134277344
2025-02-13,Золото,270.30999755859375
2025-02-14,Золото,266.2900085449219
2025-02-18,Золото,270.70001220703125
2025-02-19,Золото,270.8500061035156
2025-02-20,Золото,270.989990234375
2025-02-21,Золото,270.739990234375
2025-02-24,Золото,272.2099914550781
2025-02-25,Золото,268.6199951171875
2025-02-26,Золото,269.0299987792969
2025-02-27,Золото,264.92999267578125
2025-02-28,Золото,263.2699890136719
2025-03-03,Золото,266.739990234375
2025-03-04,Золото,269.05999755859375
2025-03-05,Золото,269.6199951171875
2025-03-06,Золото,268.25
2025-03-07,Золото,268.3900146484375
2025-03-10,Золото,266.0400085449219
2025-03-11,Золото,269.1600036621094
2025-03-12,Золото,270.3299865722656
2025-03-13,Золото,275.1300048828125
2025-03-14,Золото,275.239990234375
2025-03-17,Золото,276.7300109863281
2025-03-18,Золото,279.9599914550781
2025-03-19,Золото,281.1099853515625
2025-03-20,Золото,280.75
2025-03-21,Золото,278.489990234375
2025-03-24,Золото,277.25
2025-03-25,Золото,278.4700012207031
2025-03-26,Золото,278.239990234375
2025-03-27,Золото,281.9700012207031
2025-03-28,Золото,284.05999755859375
2025-03-31,Золото,288.1400146484375
2025-04-01,Золото,287.57000732421875
2025-04-02,Золото,288.1600036621094
2025-04-03,Золото,286.4200134277344
2025-04-04,Золото,279.7200012207031
2025-04-07,Золото,273.7099914550781
2025-04-08,Золото,275.20001220703125
2025-04-09,Золото,285.3800048828125
2025-04-10,Золото,292.3500061035156
2025-04-11,Золото,297.92999267578125
2025-04-14,Золото,296.2300109863281
2025-04-15,Золото,297.7799987792969
2025-04-16,Золото,307.4700012207031
2025-04-17,Золото,306.1199951171875
2025-04-21,Золото,315.5899963378906
2025-04-22,Золото,311.1099853515625
2025-04-23,Золото,303.6499938964844
2025-04-24,Золото,308.07000732421875
2025-04-25,Золото,304.7300109863281
2025-04-28,Золото,309.07000732421875
2025-04-29,Золото,306.05999755859375
2025-04-30,Золото,303.7699890136719
2025-05-01,Золото,297.4599914550781
2025-05-02,Золото,297.9800109863281
2025-05-05,Золото,306.8800048828125
2025-05-06,Золото,315.4800109863281
2025-05-07,Золото,310.75
2025-05-08,Золото,304.6300048828125
2025-05-09,Золото,306.8399963378906
2025-05-12,Золото,298.19000244140625
2025-05-13,Золото,299.4599914550781
2025-05-14,Золото,293.1600036621094
2025-05-15,Золото,297.8399963378906
2025-05-16,Золото,294.239990234375
2025-05-19,Золото,298.0299987792969
2025-05-20,Золото,303.5799865722656
2025-05-21,Золото,305.82000732421875
2025-05-22,Золото,303.1099853515625
2025-05-23,Золото,309.75
2025-05-27,Золото,304.5
2025-05-28,Золото,303.80999755859375
2025-05-29,Золото,305.6099853515625
2025-05-30,Золото,303.6000061035156
2025-06-02,Золото,311.6700134277344
2025-06-03,Золото,308.9100036621094
2025-06-04,Золото,310.8999938964844
2025-06-05,Золото,309.3299865722656
2025-06-06,Золото,305.17999267578125
2025-06-09,Золото,306.6199951171875
2025-06-10,Золото,306.7099914550781
2025-06-11,Золото,308.3699951171875
2025-06-12,Золото,312.20001220703125
2025-06-13,Золото,316.2900085449219
2025-06-16,Золото,311.7799987792969
2025-06-17,Золото,311.94000244140625
2025-06-18,Золото,310.260009765625
2025-06-20,Золото,310.1300048828125
2025-06-23,Золото,311.0799865722656
2025-06-24,Золото,306.19000244140625
2025-06-25,Золото,307.1199951171875
2025-06-26,Золото,306.7799987792969
2025-06-27,Золото,301.2200012207031
2025-06-30,Золото,304.8299865722656
2025-07-01,Золото,307.54998779296875
2025-07-02,Золото,309.25
2025-07-03,Золото,307.1400146484375
2025-07-07,Золото,307.3699951171875
2025-07-08,Золото,304.1600036621094
2025-07-09,Золото,305.5199890136719
2025-07-10,Золото,306.20001220703125
2025-07-11,Золото,309.1400146484375
2025-07-14,Золото,308.010009765625
2025-07-15,Золото,306.7300109863281
2025-07-16,Золото,308.260009765625
2025-07-17,Золото,307.2900085449219
